symbol,display_symbol,label,thai_name,asset_type,exchange,market,sector,industry,country,currency,aliases,index_memberships,yfinance_symbol,enabled,searchable,coverage_status,security_type,set_symbol,source
GROREIT.BK,GROREIT,GRANDE ROYAL ORCHID HOSPITALITY REAL ESTATE INVESTMENT TRUST WITH BUY-BACK CONDITION,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์ แกรนด์ รอยัล ออคิด โฮสพีทาลิตี้ ที่มีข้อตกลงในการซื้อคืน,reit,SET,Thailand,Property Fund & REITs,Property & Construction,Thailand,THB,GROREIT|GRANDE ROYAL ORCHID HOSPITALITY REAL ESTATE INVESTMENT TRUST WITH BUY-BACK CONDITION|ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์ แกรนด์ รอยัล ออคิด โฮสพีทาลิตี้ ที่มีข้อตกลงในการซื้อคืน|ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์แกรนด์รอยัลออคิดโฮสพีทาลิตี้ที่มีข้อตกลงในการซื้อคืน|ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์|แกรนด์|รอยัล|ออคิด|โฮสพีทาลิตี้|ที่มีข้อตกลงในการซื้อคืน,,GROREIT.BK,true,true,verified_set_public_listing_partial,S,GROREIT,set_public_stock_list_api
GSTEEL.BK,GSTEEL,G STEEL PUBLIC COMPANY LIMITED,บริษัท จี สตีล จำกัด (มหาชน),stock,SET,Thailand,Steel,Industrials,Thailand,THB,GSTEEL|G STEEL PUBLIC COMPANY LIMITED|G STEEL|บริษัท จี สตีล จำกัด (มหาชน)|จีสตีล|บริษัท|สตีล|จำกัด|มหาชน|GSTEL,,GSTEEL.BK,true,true,verified_set_public_listing_partial,S,GSTEEL,set_public_stock_list_api
GTB-F.BK,GTB-F,GETABEC PUBLIC COMPANY LIMITED,บริษัท เจตาแบค จำกัด (มหาชน),foreign_stock,mai,Thailand,Unclassified,Industrials,Thailand,THB,GTB-F|GTB|GETABEC PUBLIC COMPANY LIMITED|GETABEC|บริษัท เจตาแบค จำกัด (มหาชน)|เจตาแบค|บริษัท|จำกัด|มหาชน,,GTB-F.BK,true,true,verified_set_public_listing_partial,F,GTB-F,set_public_stock_list_api
GTB.BK,GTB,GETABEC PUBLIC COMPANY LIMITED,บริษัท เจตาแบค จำกัด (มหาชน),stock,mai,Thailand,Unclassified,Industrials,Thailand,THB,GTB|GETABEC PUBLIC COMPANY LIMITED|GETABEC|บริษัท เจตาแบค จำกัด (มหาชน)|เจตาแบค|บริษัท|จำกัด|มหาชน,,GTB.BK,true,true,verified_set_public_listing_partial,S,GTB,set_public_stock_list_api
GTV-F.BK,GTV-F,GREEN TECH VENTURES PUBLIC COMPANY LIMITED,บริษัท กรีนเทค เวนเจอร์ส จำกัด (มหาชน),foreign_stock,mai,Thailand,Unclassified,Resources,Thailand,THB,GTV-F|GTV|GREEN TECH VENTURES PUBLIC COMPANY LIMITED|GREEN TECH VENTURES|บริษัท กรีนเทค เวนเจอร์ส จำกัด (มหาชน)|กรีนเทคเวนเจอร์ส|บริษัท|กรีนเทค|เวนเจอร์ส|จำกัด|มหาชน|CYBER-F|UPA-F,,GTV-F.BK,true,true,verified_set_public_listing_partial,F,GTV-F,set_public_stock_list_api
GTV.BK,GTV,GREEN TECH VENTURES PUBLIC COMPANY LIMITED,บริษัท กรีนเทค เวนเจอร์ส จำกัด (มหาชน),stock,mai,Thailand,Unclassified,Resources,Thailand,THB,GTV|GREEN TECH VENTURES PUBLIC COMPANY LIMITED|GREEN TECH VENTURES|บริษัท กรีนเทค เวนเจอร์ส จำกัด (มหาชน)|กรีนเทคเวนเจอร์ส|บริษัท|กรีนเทค|เวนเจอร์ส|จำกัด|มหาชน|CYBER|UPA,,GTV.BK,true,true,verified_set_public_listing_partial,S,GTV,set_public_stock_list_api
GULF-F.BK,GULF-F,GULF DEVELOPMENT PUBLIC COMPANY LIMITED,บริษัท กัลฟ์ ดีเวลลอปเมนท์ จำกัด (มหาชน),foreign_stock,SET,Thailand,Energy & Utilities,Resources,Thailand,THB,GULF-F|GULF|GULF DEVELOPMENT PUBLIC COMPANY LIMITED|GULF DEVELOPMENT|บริษัท กัลฟ์ ดีเวลลอปเมนท์ จำกัด (มหาชน)|กัลฟ์ดีเวลลอปเมนท์|บริษัท|กัลฟ์|ดีเวลลอปเมนท์|จำกัด|มหาชน,,GULF-F.BK,true,true,verified_set_public_listing_partial,F,GULF-F,set_public_stock_list_api
GULF.BK,GULF,GULF DEVELOPMENT PUBLIC COMPANY LIMITED,บริษัท กัลฟ์ ดีเวลลอปเมนท์ จำกัด (มหาชน),stock,SET,Thailand,Energy & Utilities,Resources,Thailand,THB,GULF|GULF DEVELOPMENT PUBLIC COMPANY LIMITED|GULF DEVELOPMENT|บริษัท กัลฟ์ ดีเวลลอปเมนท์ จำกัด (มหาชน)|กัลฟ์ดีเวลลอปเมนท์|บริษัท|กัลฟ์|ดีเวลลอปเมนท์|จำกัด|มหาชน,,GULF.BK,true,true,verified_set_public_listing_partial,S,GULF,set_public_stock_list_api
GUNKUL-F.BK,GUNKUL-F,GUNKUL ENGINEERING PUBLIC COMPANY LIMITED,บริษัท กันกุลเอ็นจิเนียริ่ง จำกัด (มหาชน),foreign_stock,SET,Thailand,Energy & Utilities,Resources,Thailand,THB,GUNKUL-F|GUNKUL|GUNKUL ENGINEERING PUBLIC COMPANY LIMITED|GUNKUL ENGINEERING|บริษัท กันกุลเอ็นจิเนียริ่ง จำกัด (มหาชน)|กันกุลเอ็นจิเนียริ่ง|บริษัท|จำกัด|มหาชน,,GUNKUL-F.BK,true,true,verified_set_public_listing_partial,F,GUNKUL-F,set_public_stock_list_api
GUNKUL.BK,GUNKUL,GUNKUL ENGINEERING PUBLIC COMPANY LIMITED,บริษัท กันกุลเอ็นจิเนียริ่ง จำกัด (มหาชน),stock,SET,Thailand,Energy & Utilities,Resources,Thailand,THB,GUNKUL|GUNKUL ENGINEERING PUBLIC COMPANY LIMITED|GUNKUL ENGINEERING|บริษัท กันกุลเอ็นจิเนียริ่ง จำกัด (มหาชน)|กันกุลเอ็นจิเนียริ่ง|บริษัท|จำกัด|มหาชน,,GUNKUL.BK,true,true,verified_set_public_listing_partial,S,GUNKUL,set_public_stock_list_api
GVREIT.BK,GVREIT,GOLDEN VENTURES LEASEHOLD REAL ESTATE INVESTMENT TRUST,ทรัสต์เพื่อการลงทุนในสิทธิการเช่าอสังหาริมทรัพย์โกลเด้นเวนเจอร์,reit,SET,Thailand,Property Fund & REITs,Property & Construction,Thailand,THB,GVREIT|GOLDEN VENTURES LEASEHOLD REAL ESTATE INVESTMENT TRUST|ทรัสต์เพื่อการลงทุนในสิทธิการเช่าอสังหาริมทรัพย์โกลเด้นเวนเจอร์,,GVREIT.BK,true,true,verified_set_public_listing_partial,S,GVREIT,set_public_stock_list_api
GYT.BK,GYT,GOODYEAR (THAILAND) PUBLIC COMPANY LIMITED,บริษัท กู๊ดเยียร์(ประเทศไทย) จำกัด (มหาชน),stock,SET,Thailand,Automotive,Industrials,Thailand,THB,GYT|GOODYEAR (THAILAND) PUBLIC COMPANY LIMITED|GOODYEAR (THAILAND)|บริษัท กู๊ดเยียร์(ประเทศไทย) จำกัด (มหาชน)|กู๊ดเยียร์(ประเทศไทย)|บริษัท|กู๊ดเยียร์|ประเทศไทย|จำกัด|มหาชน,,GYT.BK,true,true,verified_set_public_listing_partial,S,GYT,set_public_stock_list_api
HANA.BK,HANA,HANA MICROELECTRONICS PUBLIC COMPANY LIMITED,บริษัท ฮานา ไมโครอิเล็คโทรนิคส จำกัด (มหาชน),stock,SET,Thailand,Electronic Components,Technology,Thailand,THB,HANA|HANA MICROELECTRONICS PUBLIC COMPANY LIMITED|HANA MICROELECTRONICS|บริษัท ฮานา ไมโครอิเล็คโทรนิคส จำกัด (มหาชน)|ฮานาไมโครอิเล็คโทรนิคส|บริษัท|ฮานา|ไมโครอิเล็คโทรนิคส|จำกัด|มหาชน,,HANA.BK,true,true,verified_set_public_listing_partial,S,HANA,set_public_stock_list_api
HANN-F.BK,HANN-F,MUKDAHAN INTERNATIONAL HOSPITAL PUBLIC COMPANY LIMITED,บริษัท โรงพยาบาลมุกดาหารอินเตอร์เนชั่นแนล จำกัด (มหาชน),foreign_stock,mai,Thailand,Unclassified,Services,Thailand,THB,HANN-F|HANN|MUKDAHAN INTERNATIONAL HOSPITAL PUBLIC COMPANY LIMITED|MUKDAHAN INTERNATIONAL HOSPITAL|บริษัท โรงพยาบาลมุกดาหารอินเตอร์เนชั่นแนล จำกัด (มหาชน)|โรงพยาบาลมุกดาหารอินเตอร์เนชั่นแนล|บริษัท|จำกัด|มหาชน,,HANN-F.BK,true,true,verified_set_public_listing_partial,F,HANN-F,set_public_stock_list_api
HANN.BK,HANN,MUKDAHAN INTERNATIONAL HOSPITAL PUBLIC COMPANY LIMITED,บริษัท โรงพยาบาลมุกดาหารอินเตอร์เนชั่นแนล จำกัด (มหาชน),stock,mai,Thailand,Unclassified,Services,Thailand,THB,HANN|MUKDAHAN INTERNATIONAL HOSPITAL PUBLIC COMPANY LIMITED|MUKDAHAN INTERNATIONAL HOSPITAL|บริษัท โรงพยาบาลมุกดาหารอินเตอร์เนชั่นแนล จำกัด (มหาชน)|โรงพยาบาลมุกดาหารอินเตอร์เนชั่นแนล|บริษัท|จำกัด|มหาชน,,HANN.BK,true,true,verified_set_public_listing_partial,S,HANN,set_public_stock_list_api
HARN-F.BK,HARN-F,HARN ENGINEERING SOLUTIONS PUBLIC COMPANY LIMITED,บริษัท หาญ เอ็นจิเนียริ่ง โซลูชั่นส์ จำกัด (มหาชน),foreign_stock,mai,Thailand,Unclassified,Industrials,Thailand,THB,HARN-F|HARN|HARN ENGINEERING SOLUTIONS PUBLIC COMPANY LIMITED|HARN ENGINEERING SOLUTIONS|บริษัท หาญ เอ็นจิเนียริ่ง โซลูชั่นส์ จำกัด (มหาชน)|หาญเอ็นจิเนียริ่งโซลูชั่นส์|บริษัท|หาญ|เอ็นจิเนียริ่ง|โซลูชั่นส์|จำกัด|มหาชน|FIRE-F,,HARN-F.BK,true,true,verified_set_public_listing_partial,F,HARN-F,set_public_stock_list_api
HARN.BK,HARN,HARN ENGINEERING SOLUTIONS PUBLIC COMPANY LIMITED,บริษัท หาญ เอ็นจิเนียริ่ง โซลูชั่นส์ จำกัด (มหาชน),stock,mai,Thailand,Unclassified,Industrials,Thailand,THB,HARN|HARN ENGINEERING SOLUTIONS PUBLIC COMPANY LIMITED|HARN ENGINEERING SOLUTIONS|บริษัท หาญ เอ็นจิเนียริ่ง โซลูชั่นส์ จำกัด (มหาชน)|หาญเอ็นจิเนียริ่งโซลูชั่นส์|บริษัท|หาญ|เอ็นจิเนียริ่ง|โซลูชั่นส์|จำกัด|มหาชน|FIRE,,HARN.BK,true,true,verified_set_public_listing_partial,S,HARN,set_public_stock_list_api
HENG-F.BK,HENG-F,HENG LEASING AND CAPITAL PUBLIC COMPANY LIMITED,บริษัท เฮงลิสซิ่ง แอนด์ แคปปิตอล จำกัด (มหาชน),foreign_stock,SET,Thailand,Finance & Securities,Financials,Thailand,THB,HENG-F|HENG|HENG LEASING AND CAPITAL PUBLIC COMPANY LIMITED|HENG LEASING AND CAPITAL|บริษัท เฮงลิสซิ่ง แอนด์ แคปปิตอล จำกัด (มหาชน)|เฮงลิสซิ่งแอนด์แคปปิตอล|บริษัท|เฮงลิสซิ่ง|แอนด์|แคปปิตอล|จำกัด|มหาชน,,HENG-F.BK,true,true,verified_set_public_listing_partial,F,HENG-F,set_public_stock_list_api
HENG.BK,HENG,HENG LEASING AND CAPITAL PUBLIC COMPANY LIMITED,บริษัท เฮงลิสซิ่ง แอนด์ แคปปิตอล จำกัด (มหาชน),stock,SET,Thailand,Finance & Securities,Financials,Thailand,THB,HENG|HENG LEASING AND CAPITAL PUBLIC COMPANY LIMITED|HENG LEASING AND CAPITAL|บริษัท เฮงลิสซิ่ง แอนด์ แคปปิตอล จำกัด (มหาชน)|เฮงลิสซิ่งแอนด์แคปปิตอล|บริษัท|เฮงลิสซิ่ง|แอนด์|แคปปิตอล|จำกัด|มหาชน,,HENG.BK,true,true,verified_set_public_listing_partial,S,HENG,set_public_stock_list_api
HFT.BK,HFT,HWA FONG RUBBER (THAILAND) PUBLIC COMPANY LIMITED,บริษัท ฮั้วฟง รับเบอร์ (ไทยแลนด์) จำกัด (มหาชน),stock,SET,Thailand,Automotive,Industrials,Thailand,THB,HFT|HWA FONG RUBBER (THAILAND) PUBLIC COMPANY LIMITED|HWA FONG RUBBER (THAILAND)|บริษัท ฮั้วฟง รับเบอร์ (ไทยแลนด์) จำกัด (มหาชน)|ฮั้วฟงรับเบอร์(ไทยแลนด์)|บริษัท|ฮั้วฟง|รับเบอร์|ไทยแลนด์|จำกัด|มหาชน,,HFT.BK,true,true,verified_set_public_listing_partial,S,HFT,set_public_stock_list_api
HL-F.BK,HL-F,HEALTHLEAD PUBLIC COMPANY LIMITED,บริษัท เฮลท์ลีด จำกัด (มหาชน),foreign_stock,mai,Thailand,Unclassified,Services,Thailand,THB,HL-F|HL|HEALTHLEAD PUBLIC COMPANY LIMITED|HEALTHLEAD|บริษัท เฮลท์ลีด จำกัด (มหาชน)|เฮลท์ลีด|บริษัท|จำกัด|มหาชน,,HL-F.BK,true,true,verified_set_public_listing_partial,F,HL-F,set_public_stock_list_api
HL.BK,HL,HEALTHLEAD PUBLIC COMPANY LIMITED,บริษัท เฮลท์ลีด จำกัด (มหาชน),stock,mai,Thailand,Unclassified,Services,Thailand,THB,HL|HEALTHLEAD PUBLIC COMPANY LIMITED|HEALTHLEAD|บริษัท เฮลท์ลีด จำกัด (มหาชน)|เฮลท์ลีด|บริษัท|จำกัด|มหาชน,,HL.BK,true,true,verified_set_public_listing_partial,S,HL,set_public_stock_list_api
HMPRO-F.BK,HMPRO-F,HOME PRODUCT CENTER PUBLIC COMPANY LIMITED,บริษัท โฮม โปรดักส์ เซ็นเตอร์ จำกัด (มหาชน),foreign_stock,SET,Thailand,Commerce,Services,Thailand,THB,HMPRO-F|HMPRO|HOME PRODUCT CENTER PUBLIC COMPANY LIMITED|HOME PRODUCT CENTER|บริษัท โฮม โปรดักส์ เซ็นเตอร์ จำกัด (มหาชน)|โฮมโปรดักส์เซ็นเตอร์|บริษัท|โฮม|โปรดักส์|เซ็นเตอร์|จำกัด|มหาชน,,HMPRO-F.BK,true,true,verified_set_public_listing_partial,F,HMPRO-F,set_public_stock_list_api
HMPRO.BK,HMPRO,HOME PRODUCT CENTER PUBLIC COMPANY LIMITED,บริษัท โฮม โปรดักส์ เซ็นเตอร์ จำกัด (มหาชน),stock,SET,Thailand,Commerce,Services,Thailand,THB,HMPRO|HOME PRODUCT CENTER PUBLIC COMPANY LIMITED|HOME PRODUCT CENTER|บริษัท โฮม โปรดักส์ เซ็นเตอร์ จำกัด (มหาชน)|โฮมโปรดักส์เซ็นเตอร์|บริษัท|โฮม|โปรดักส์|เซ็นเตอร์|จำกัด|มหาชน,,HMPRO.BK,true,true,verified_set_public_listing_partial,S,HMPRO,set_public_stock_list_api
HPF.BK,HPF,HEMARAJ INDUSTRIAL PROPERTY AND LEASEHOLD FUND,กองทุนรวมอสังหาริมทรัพย์และสิทธิการเช่าเหมราชอินดัสเตรียล,stock,SET,Thailand,Property Fund & REITs,Property & Construction,Thailand,THB,HPF|HEMARAJ INDUSTRIAL PROPERTY AND LEASEHOLD FUND|กองทุนรวมอสังหาริมทรัพย์และสิทธิการเช่าเหมราชอินดัสเตรียล|อสังหาริมทรัพย์และสิทธิการเช่าเหมราชอินดัสเตรียล,,HPF.BK,true,true,verified_set_public_listing_partial,S,HPF,set_public_stock_list_api
HPT-F.BK,HPT-F,HOME POTTERY PUBLIC COMPANY LIMITED,บริษัท โฮม พอตเทอรี่ จำกัด (มหาชน),foreign_stock,mai,Thailand,Unclassified,Consumer Products,Thailand,THB,HPT-F|HPT|HOME POTTERY PUBLIC COMPANY LIMITED|HOME POTTERY|บริษัท โฮม พอตเทอรี่ จำกัด (มหาชน)|โฮมพอตเทอรี่|บริษัท|โฮม|พอตเทอรี่|จำกัด|มหาชน,,HPT-F.BK,true,true,verified_set_public_listing_partial,F,HPT-F,set_public_stock_list_api
HPT.BK,HPT,HOME POTTERY PUBLIC COMPANY LIMITED,บริษัท โฮม พอตเทอรี่ จำกัด (มหาชน),stock,mai,Thailand,Unclassified,Consumer Products,Thailand,THB,HPT|HOME POTTERY PUBLIC COMPANY LIMITED|HOME POTTERY|บริษัท โฮม พอตเทอรี่ จำกัด (มหาชน)|โฮมพอตเทอรี่|บริษัท|โฮม|พอตเทอรี่|จำกัด|มหาชน,,HPT.BK,true,true,verified_set_public_listing_partial,S,HPT,set_public_stock_list_api
HTC-F.BK,HTC-F,HAAD THIP PUBLIC COMPANY LIMITED,บริษัท หาดทิพย์ จำกัด (มหาชน),foreign_stock,SET,Thailand,Food & Beverage,Agro & Food Industry,Thailand,THB,HTC-F|HTC|HAAD THIP PUBLIC COMPANY LIMITED|HAAD THIP|บริษัท หาดทิพย์ จำกัด (มหาชน)|หาดทิพย์|บริษัท|จำกัด|มหาชน,,HTC-F.BK,true,true,verified_set_public_listing_partial,F,HTC-F,set_public_stock_list_api
HTC.BK,HTC,HAAD THIP PUBLIC COMPANY LIMITED,บริษัท หาดทิพย์ จำกัด (มหาชน),stock,SET,Thailand,Food & Beverage,Agro & Food Industry,Thailand,THB,HTC|HAAD THIP PUBLIC COMPANY LIMITED|HAAD THIP|บริษัท หาดทิพย์ จำกัด (มหาชน)|หาดทิพย์|บริษัท|จำกัด|มหาชน,,HTC.BK,true,true,verified_set_public_listing_partial,S,HTC,set_public_stock_list_api
HTECH-F.BK,HTECH-F,HALCYON TECHNOLOGY PUBLIC COMPANY LIMITED,บริษัท แฮลเซี่ยน เทคโนโลยี่ จำกัด (มหาชน),foreign_stock,SET,Thailand,Industrial Materials & Machinery,Industrials,Thailand,THB,HTECH-F|HTECH|HALCYON TECHNOLOGY PUBLIC COMPANY LIMITED|HALCYON TECHNOLOGY|บริษัท แฮลเซี่ยน เทคโนโลยี่ จำกัด (มหาชน)|แฮลเซี่ยนเทคโนโลยี่|บริษัท|แฮลเซี่ยน|เทคโนโลยี่|จำกัด|มหาชน,,HTECH-F.BK,true,true,verified_set_public_listing_partial,F,HTECH-F,set_public_stock_list_api
HTECH.BK,HTECH,HALCYON TECHNOLOGY PUBLIC COMPANY LIMITED,บริษัท แฮลเซี่ยน เทคโนโลยี่ จำกัด (มหาชน),stock,SET,Thailand,Industrial Materials & Machinery,Industrials,Thailand,THB,HTECH|HALCYON TECHNOLOGY PUBLIC COMPANY LIMITED|HALCYON TECHNOLOGY|บริษัท แฮลเซี่ยน เทคโนโลยี่ จำกัด (มหาชน)|แฮลเซี่ยนเทคโนโลยี่|บริษัท|แฮลเซี่ยน|เทคโนโลยี่|จำกัด|มหาชน,,HTECH.BK,true,true,verified_set_public_listing_partial,S,HTECH,set_public_stock_list_api
HUMAN-F.BK,HUMAN-F,HUMANICA PUBLIC COMPANY LIMITED,บริษัท ฮิวแมนิก้า จำกัด (มหาชน),foreign_stock,SET,Thailand,Information & Communication Technology,Technology,Thailand,THB,HUMAN-F|HUMAN|HUMANICA PUBLIC COMPANY LIMITED|HUMANICA|บริษัท ฮิวแมนิก้า จำกัด (มหาชน)|ฮิวแมนิก้า|บริษัท|จำกัด|มหาชน,,HUMAN-F.BK,true,true,verified_set_public_listing_partial,F,HUMAN-F,set_public_stock_list_api
HUMAN.BK,HUMAN,HUMANICA PUBLIC COMPANY LIMITED,บริษัท ฮิวแมนิก้า จำกัด (มหาชน),stock,SET,Thailand,Information & Communication Technology,Technology,Thailand,THB,HUMAN|HUMANICA PUBLIC COMPANY LIMITED|HUMANICA|บริษัท ฮิวแมนิก้า จำกัด (มหาชน)|ฮิวแมนิก้า|บริษัท|จำกัด|มหาชน,,HUMAN.BK,true,true,verified_set_public_listing_partial,S,HUMAN,set_public_stock_list_api
HYDRO-F.BK,HYDRO-F,HYDROTEK PUBLIC COMPANY LIMITED,บริษัท ไฮโดรเท็ค จำกัด (มหาชน),foreign_stock,mai,Thailand,Unclassified,Property & Construction,Thailand,THB,HYDRO-F|HYDRO|HYDROTEK PUBLIC COMPANY LIMITED|HYDROTEK|บริษัท ไฮโดรเท็ค จำกัด (มหาชน)|ไฮโดรเท็ค|บริษัท|จำกัด|มหาชน,,HYDRO-F.BK,true,true,verified_set_public_listing_partial,F,HYDRO-F,set_public_stock_list_api
HYDRO.BK,HYDRO,HYDROTEK PUBLIC COMPANY LIMITED,บริษัท ไฮโดรเท็ค จำกัด (มหาชน),stock,mai,Thailand,Unclassified,Property & Construction,Thailand,THB,HYDRO|HYDROTEK PUBLIC COMPANY LIMITED|HYDROTEK|บริษัท ไฮโดรเท็ค จำกัด (มหาชน)|ไฮโดรเท็ค|บริษัท|จำกัด|มหาชน,,HYDRO.BK,true,true,verified_set_public_listing_partial,S,HYDRO,set_public_stock_list_api
HYDROGEN-F.BK,HYDROGEN-F,Hydrogen Freehold and Leasehold Real Estate Investment Trust,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่าไฮโดรเจน,reit,SET,Thailand,Property Fund & REITs,Property & Construction,Thailand,THB,HYDROGEN-F|HYDROGEN|Hydrogen Freehold and Leasehold Real Estate Investment Trust|ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่าไฮโดรเจน,,HYDROGEN-F.BK,true,true,verified_set_public_listing_partial,F,HYDROGEN-F,set_public_stock_list_api
HYDROGEN.BK,HYDROGEN,Hydrogen Freehold and Leasehold Real Estate Investment Trust,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่าไฮโดรเจน,reit,SET,Thailand,Property Fund & REITs,Property & Construction,Thailand,THB,HYDROGEN|Hydrogen Freehold and Leasehold Real Estate Investment Trust|ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่าไฮโดรเจน,,HYDROGEN.BK,true,true,verified_set_public_listing_partial,S,HYDROGEN,set_public_stock_list_api
I2-F.BK,I2-F,I2 Enterprise Public Company Limited,บริษัท ไอ ทู เอ็นเตอร์ไพรซ์ จำกัด (มหาชน),foreign_stock,mai,Thailand,Unclassified,Technology,Thailand,THB,I2-F|I2|I2 Enterprise Public Company Limited|I2 Enterprise|บริษัท ไอ ทู เอ็นเตอร์ไพรซ์ จำกัด (มหาชน)|ไอทูเอ็นเตอร์ไพรซ์|บริษัท|เอ็นเตอร์ไพรซ์|จำกัด|มหาชน,,I2-F.BK,true,true,verified_set_public_listing_partial,F,I2-F,set_public_stock_list_api
I2.BK,I2,I2 Enterprise Public Company Limited,บริษัท ไอ ทู เอ็นเตอร์ไพรซ์ จำกัด (มหาชน),stock,mai,Thailand,Unclassified,Technology,Thailand,THB,I2|I2 Enterprise Public Company Limited|I2 Enterprise|บริษัท ไอ ทู เอ็นเตอร์ไพรซ์ จำกัด (มหาชน)|ไอทูเอ็นเตอร์ไพรซ์|บริษัท|เอ็นเตอร์ไพรซ์|จำกัด|มหาชน,,I2.BK,true,true,verified_set_public_listing_partial,S,I2,set_public_stock_list_api
ICC-F.BK,ICC-F,I.C.C. INTERNATIONAL PUBLIC COMPANY LIMITED,บริษัท ไอ.ซี.ซี. อินเตอร์เนชั่นแนล จำกัด (มหาชน),foreign_stock,SET,Thailand,Commerce,Services,Thailand,THB,ICC-F|ICC|I.C.C. INTERNATIONAL PUBLIC COMPANY LIMITED|I.C.C. INTERNATIONAL|บริษัท ไอ.ซี.ซี. อินเตอร์เนชั่นแนล จำกัด (มหาชน)|ไอ.ซี.ซี.อินเตอร์เนชั่นแนล|บริษัท|อินเตอร์เนชั่นแนล|จำกัด|มหาชน,,ICC-F.BK,true,true,verified_set_public_listing_partial,F,ICC-F,set_public_stock_list_api
ICC.BK,ICC,I.C.C. INTERNATIONAL PUBLIC COMPANY LIMITED,บริษัท ไอ.ซี.ซี. อินเตอร์เนชั่นแนล จำกัด (มหาชน),stock,SET,Thailand,Commerce,Services,Thailand,THB,ICC|I.C.C. INTERNATIONAL PUBLIC COMPANY LIMITED|I.C.C. INTERNATIONAL|บริษัท ไอ.ซี.ซี. อินเตอร์เนชั่นแนล จำกัด (มหาชน)|ไอ.ซี.ซี.อินเตอร์เนชั่นแนล|บริษัท|อินเตอร์เนชั่นแนล|จำกัด|มหาชน,,ICC.BK,true,true,verified_set_public_listing_partial,S,ICC,set_public_stock_list_api
ICHI-F.BK,ICHI-F,ICHITAN GROUP PUBLIC COMPANY LIMITED,บริษัท อิชิตัน กรุ๊ป จำกัด (มหาชน),foreign_stock,SET,Thailand,Food & Beverage,Agro & Food Industry,Thailand,THB,ICHI-F|ICHI|ICHITAN GROUP PUBLIC COMPANY LIMITED|ICHITAN GROUP|บริษัท อิชิตัน กรุ๊ป จำกัด (มหาชน)|อิชิตันกรุ๊ป|บริษัท|อิชิตัน|กรุ๊ป|จำกัด|มหาชน,,ICHI-F.BK,true,true,verified_set_public_listing_partial,F,ICHI-F,set_public_stock_list_api
ICHI.BK,ICHI,ICHITAN GROUP PUBLIC COMPANY LIMITED,บริษัท อิชิตัน กรุ๊ป จำกัด (มหาชน),stock,SET,Thailand,Food & Beverage,Agro & Food Industry,Thailand,THB,ICHI|ICHITAN GROUP PUBLIC COMPANY LIMITED|ICHITAN GROUP|บริษัท อิชิตัน กรุ๊ป จำกัด (มหาชน)|อิชิตันกรุ๊ป|บริษัท|อิชิตัน|กรุ๊ป|จำกัด|มหาชน,,ICHI.BK,true,true,verified_set_public_listing_partial,S,ICHI,set_public_stock_list_api
ICN-F.BK,ICN-F,INFORMATION AND COMMUNICATION NETWORKS PUBLIC COMPANY LIMITED,บริษัท อินฟอร์เมชั่น แอนด์ คอมมิวนิเคชั่น เน็ทเวิร์คส จำกัด (มหาชน),foreign_stock,SET,Thailand,Information & Communication Technology,Technology,Thailand,THB,ICN-F|ICN|INFORMATION AND COMMUNICATION NETWORKS PUBLIC COMPANY LIMITED|INFORMATION AND COMMUNICATION NETWORKS|บริษัท อินฟอร์เมชั่น แอนด์ คอมมิวนิเคชั่น เน็ทเวิร์คส จำกัด (มหาชน)|อินฟอร์เมชั่นแอนด์คอมมิวนิเคชั่นเน็ทเวิร์คส|บริษัท|อินฟอร์เมชั่น|แอนด์|คอมมิวนิเคชั่น|เน็ทเวิร์คส|จำกัด|มหาชน,,ICN-F.BK,true,true,verified_set_public_listing_partial,F,ICN-F,set_public_stock_list_api
ICN.BK,ICN,INFORMATION AND COMMUNICATION NETWORKS PUBLIC COMPANY LIMITED,บริษัท อินฟอร์เมชั่น แอนด์ คอมมิวนิเคชั่น เน็ทเวิร์คส จำกัด (มหาชน),stock,SET,Thailand,Information & Communication Technology,Technology,Thailand,THB,ICN|INFORMATION AND COMMUNICATION NETWORKS PUBLIC COMPANY LIMITED|INFORMATION AND COMMUNICATION NETWORKS|บริษัท อินฟอร์เมชั่น แอนด์ คอมมิวนิเคชั่น เน็ทเวิร์คส จำกัด (มหาชน)|อินฟอร์เมชั่นแอนด์คอมมิวนิเคชั่นเน็ทเวิร์คส|บริษัท|อินฟอร์เมชั่น|แอนด์|คอมมิวนิเคชั่น|เน็ทเวิร์คส|จำกัด|มหาชน,,ICN.BK,true,true,verified_set_public_listing_partial,S,ICN,set_public_stock_list_api
