symbol,display_symbol,label,thai_name,asset_type,exchange,market,sector,industry,country,currency,aliases,index_memberships,yfinance_symbol,enabled,searchable,coverage_status,security_type,set_symbol,source
MOONG.BK,MOONG,MOONG PATTANA INTERNATIONAL PUBLIC COMPANY LIMITED,บริษัท มุ่งพัฒนา อินเตอร์แนชชั่นแนล จำกัด (มหาชน),stock,mai,Thailand,Unclassified,Consumer Products,Thailand,THB,MOONG|MOONG PATTANA INTERNATIONAL PUBLIC COMPANY LIMITED|MOONG PATTANA INTERNATIONAL|บริษัท มุ่งพัฒนา อินเตอร์แนชชั่นแนล จำกัด (มหาชน)|มุ่งพัฒนาอินเตอร์แนชชั่นแนล|บริษัท|มุ่งพัฒนา|อินเตอร์แนชชั่นแนล|จำกัด|มหาชน,,MOONG.BK,true,true,verified_set_public_listing_partial,S,MOONG,set_public_stock_list_api
MORE-F.BK,MORE-F,MORE RETURN PUBLIC COMPANY LIMITED,บริษัท มอร์ รีเทิร์น จำกัด (มหาชน),foreign_stock,mai,Thailand,Unclassified,Services,Thailand,THB,MORE-F|MORE|MORE RETURN PUBLIC COMPANY LIMITED|MORE RETURN|บริษัท มอร์ รีเทิร์น จำกัด (มหาชน)|มอร์รีเทิร์น|บริษัท|มอร์|รีเทิร์น|จำกัด|มหาชน|DNA-F,,MORE-F.BK,true,true,verified_set_public_listing_partial,F,MORE-F,set_public_stock_list_api
MORE.BK,MORE,MORE RETURN PUBLIC COMPANY LIMITED,บริษัท มอร์ รีเทิร์น จำกัด (มหาชน),stock,mai,Thailand,Unclassified,Services,Thailand,THB,MORE|MORE RETURN PUBLIC COMPANY LIMITED|MORE RETURN|บริษัท มอร์ รีเทิร์น จำกัด (มหาชน)|มอร์รีเทิร์น|บริษัท|มอร์|รีเทิร์น|จำกัด|มหาชน|DNA,,MORE.BK,true,true,verified_set_public_listing_partial,S,MORE,set_public_stock_list_api
MOSHI-F.BK,MOSHI-F,Moshi Moshi Retail Corporation Public Company Limited,บริษัท โมชิ โมชิ รีเทล คอร์ปอเรชั่น จำกัด (มหาชน),foreign_stock,SET,Thailand,Commerce,Services,Thailand,THB,MOSHI-F|MOSHI|Moshi Moshi Retail Corporation Public Company Limited|Moshi Moshi Retail Corporation|บริษัท โมชิ โมชิ รีเทล คอร์ปอเรชั่น จำกัด (มหาชน)|โมชิโมชิรีเทลคอร์ปอเรชั่น|บริษัท|โมชิ|รีเทล|คอร์ปอเรชั่น|จำกัด|มหาชน,,MOSHI-F.BK,true,true,verified_set_public_listing_partial,F,MOSHI-F,set_public_stock_list_api
MOSHI.BK,MOSHI,Moshi Moshi Retail Corporation Public Company Limited,บริษัท โมชิ โมชิ รีเทล คอร์ปอเรชั่น จำกัด (มหาชน),stock,SET,Thailand,Commerce,Services,Thailand,THB,MOSHI|Moshi Moshi Retail Corporation Public Company Limited|Moshi Moshi Retail Corporation|บริษัท โมชิ โมชิ รีเทล คอร์ปอเรชั่น จำกัด (มหาชน)|โมชิโมชิรีเทลคอร์ปอเรชั่น|บริษัท|โมชิ|รีเทล|คอร์ปอเรชั่น|จำกัด|มหาชน,,MOSHI.BK,true,true,verified_set_public_listing_partial,S,MOSHI,set_public_stock_list_api
MOTHER-F.BK,MOTHER-F,Mother Marketing Public Company Limited,บริษัท มาเธอร์ มาร์เก็ตติ้ง จำกัด (มหาชน),foreign_stock,mai,Thailand,Unclassified,Services,Thailand,THB,MOTHER-F|MOTHER|Mother Marketing Public Company Limited|Mother Marketing|บริษัท มาเธอร์ มาร์เก็ตติ้ง จำกัด (มหาชน)|มาเธอร์มาร์เก็ตติ้ง|บริษัท|มาเธอร์|มาร์เก็ตติ้ง|จำกัด|มหาชน,,MOTHER-F.BK,true,true,verified_set_public_listing_partial,F,MOTHER-F,set_public_stock_list_api
MOTHER.BK,MOTHER,Mother Marketing Public Company Limited,บริษัท มาเธอร์ มาร์เก็ตติ้ง จำกัด (มหาชน),stock,mai,Thailand,Unclassified,Services,Thailand,THB,MOTHER|Mother Marketing Public Company Limited|Mother Marketing|บริษัท มาเธอร์ มาร์เก็ตติ้ง จำกัด (มหาชน)|มาเธอร์มาร์เก็ตติ้ง|บริษัท|มาเธอร์|มาร์เก็ตติ้ง|จำกัด|มหาชน,,MOTHER.BK,true,true,verified_set_public_listing_partial,S,MOTHER,set_public_stock_list_api
MPJ-F.BK,MPJ-F,MPJ Logistics Public Company Limited,บริษัท เอ็ม พี เจ โลจิสติกส์ จำกัด (มหาชน),foreign_stock,mai,Thailand,Unclassified,Services,Thailand,THB,MPJ-F|MPJ|MPJ Logistics Public Company Limited|MPJ Logistics|บริษัท เอ็ม พี เจ โลจิสติกส์ จำกัด (มหาชน)|เอ็มพีเจโลจิสติกส์|บริษัท|เอ็ม|โลจิสติกส์|จำกัด|มหาชน,,MPJ-F.BK,true,true,verified_set_public_listing_partial,F,MPJ-F,set_public_stock_list_api
MPJ.BK,MPJ,MPJ Logistics Public Company Limited,บริษัท เอ็ม พี เจ โลจิสติกส์ จำกัด (มหาชน),stock,mai,Thailand,Unclassified,Services,Thailand,THB,MPJ|MPJ Logistics Public Company Limited|MPJ Logistics|บริษัท เอ็ม พี เจ โลจิสติกส์ จำกัด (มหาชน)|เอ็มพีเจโลจิสติกส์|บริษัท|เอ็ม|โลจิสติกส์|จำกัด|มหาชน,,MPJ.BK,true,true,verified_set_public_listing_partial,S,MPJ,set_public_stock_list_api
MRDIYT-F.BK,MRDIYT-F,MR. D.I.Y. HOLDING (THAILAND) PUBLIC COMPANY LIMITED,บริษัท มิสเตอร์. ดี.ไอ.วาย. โฮลดิ้ง (ประเทศไทย) จำกัด (มหาชน),foreign_stock,SET,Thailand,Commerce,Services,Thailand,THB,MRDIYT-F|MRDIYT|MR. D.I.Y. HOLDING (THAILAND) PUBLIC COMPANY LIMITED|MR. D.I.Y. HOLDING (THAILAND)|บริษัท มิสเตอร์. ดี.ไอ.วาย. โฮลดิ้ง (ประเทศไทย) จำกัด (มหาชน)|มิสเตอร์.ดี.ไอ.วาย.โฮลดิ้ง(ประเทศไทย)|บริษัท|มิสเตอร์|วาย|โฮลดิ้ง|ประเทศไทย|จำกัด|มหาชน,,MRDIYT-F.BK,true,true,verified_set_public_listing_partial,F,MRDIYT-F,set_public_stock_list_api
MRDIYT.BK,MRDIYT,MR. D.I.Y. HOLDING (THAILAND) PUBLIC COMPANY LIMITED,บริษัท มิสเตอร์. ดี.ไอ.วาย. โฮลดิ้ง (ประเทศไทย) จำกัด (มหาชน),stock,SET,Thailand,Commerce,Services,Thailand,THB,MRDIYT|MR. D.I.Y. HOLDING (THAILAND) PUBLIC COMPANY LIMITED|MR. D.I.Y. HOLDING (THAILAND)|บริษัท มิสเตอร์. ดี.ไอ.วาย. โฮลดิ้ง (ประเทศไทย) จำกัด (มหาชน)|มิสเตอร์.ดี.ไอ.วาย.โฮลดิ้ง(ประเทศไทย)|บริษัท|มิสเตอร์|วาย|โฮลดิ้ง|ประเทศไทย|จำกัด|มหาชน,,MRDIYT.BK,true,true,verified_set_public_listing_partial,S,MRDIYT,set_public_stock_list_api
MSC-F.BK,MSC-F,METRO SYSTEMS CORPORATION PUBLIC COMPANY LIMITED,บริษัท เมโทรซิสเต็มส์คอร์ปอเรชั่น จำกัด (มหาชน),foreign_stock,SET,Thailand,Information & Communication Technology,Technology,Thailand,THB,MSC-F|MSC|METRO SYSTEMS CORPORATION PUBLIC COMPANY LIMITED|METRO SYSTEMS CORPORATION|บริษัท เมโทรซิสเต็มส์คอร์ปอเรชั่น จำกัด (มหาชน)|เมโทรซิสเต็มส์คอร์ปอเรชั่น|บริษัท|จำกัด|มหาชน,,MSC-F.BK,true,true,verified_set_public_listing_partial,F,MSC-F,set_public_stock_list_api
MSC.BK,MSC,METRO SYSTEMS CORPORATION PUBLIC COMPANY LIMITED,บริษัท เมโทรซิสเต็มส์คอร์ปอเรชั่น จำกัด (มหาชน),stock,SET,Thailand,Information & Communication Technology,Technology,Thailand,THB,MSC|METRO SYSTEMS CORPORATION PUBLIC COMPANY LIMITED|METRO SYSTEMS CORPORATION|บริษัท เมโทรซิสเต็มส์คอร์ปอเรชั่น จำกัด (มหาชน)|เมโทรซิสเต็มส์คอร์ปอเรชั่น|บริษัท|จำกัด|มหาชน,,MSC.BK,true,true,verified_set_public_listing_partial,S,MSC,set_public_stock_list_api
MST.BK,MST,MAYBANK SECURITIES (THAILAND) PUBLIC COMPANY LIMITED,บริษัทหลักทรัพย์ เมย์แบงก์ (ประเทศไทย) จำกัด (มหาชน),stock,SET,Thailand,Finance & Securities,Financials,Thailand,THB,MST|MAYBANK SECURITIES (THAILAND) PUBLIC COMPANY LIMITED|MAYBANK SECURITIES (THAILAND)|บริษัทหลักทรัพย์ เมย์แบงก์ (ประเทศไทย) จำกัด (มหาชน)|หลักทรัพย์เมย์แบงก์(ประเทศไทย)|บริษัทหลักทรัพย์|เมย์แบงก์|ประเทศไทย|จำกัด|มหาชน|KEST|MBKET,,MST.BK,true,true,verified_set_public_listing_partial,S,MST,set_public_stock_list_api
MTC-F.BK,MTC-F,MUANGTHAI CAPITAL PUBLIC COMPANY LIMITED,บริษัท เมืองไทย แคปปิตอล จำกัด (มหาชน),foreign_stock,SET,Thailand,Finance & Securities,Financials,Thailand,THB,MTC-F|MTC|MUANGTHAI CAPITAL PUBLIC COMPANY LIMITED|MUANGTHAI CAPITAL|บริษัท เมืองไทย แคปปิตอล จำกัด (มหาชน)|เมืองไทยแคปปิตอล|บริษัท|เมืองไทย|แคปปิตอล|จำกัด|มหาชน|MTLS-F,,MTC-F.BK,true,true,verified_set_public_listing_partial,F,MTC-F,set_public_stock_list_api
MTC.BK,MTC,MUANGTHAI CAPITAL PUBLIC COMPANY LIMITED,บริษัท เมืองไทย แคปปิตอล จำกัด (มหาชน),stock,SET,Thailand,Finance & Securities,Financials,Thailand,THB,MTC|MUANGTHAI CAPITAL PUBLIC COMPANY LIMITED|MUANGTHAI CAPITAL|บริษัท เมืองไทย แคปปิตอล จำกัด (มหาชน)|เมืองไทยแคปปิตอล|บริษัท|เมืองไทย|แคปปิตอล|จำกัด|มหาชน|MTLS,,MTC.BK,true,true,verified_set_public_listing_partial,S,MTC,set_public_stock_list_api
MTI-F.BK,MTI-F,MUANG THAI INSURANCE PUBLIC COMPANY LIMITED,บริษัท เมืองไทยประกันภัย จำกัด (มหาชน),foreign_stock,SET,Thailand,Insurance,Financials,Thailand,THB,MTI-F|MTI|MUANG THAI INSURANCE PUBLIC COMPANY LIMITED|MUANG THAI INSURANCE|บริษัท เมืองไทยประกันภัย จำกัด (มหาชน)|เมืองไทยประกันภัย|บริษัท|จำกัด|มหาชน,,MTI-F.BK,true,true,verified_set_public_listing_partial,F,MTI-F,set_public_stock_list_api
MTI.BK,MTI,MUANG THAI INSURANCE PUBLIC COMPANY LIMITED,บริษัท เมืองไทยประกันภัย จำกัด (มหาชน),stock,SET,Thailand,Insurance,Financials,Thailand,THB,MTI|MUANG THAI INSURANCE PUBLIC COMPANY LIMITED|MUANG THAI INSURANCE|บริษัท เมืองไทยประกันภัย จำกัด (มหาชน)|เมืองไทยประกันภัย|บริษัท|จำกัด|มหาชน,,MTI.BK,true,true,verified_set_public_listing_partial,S,MTI,set_public_stock_list_api
MTW-F.BK,MTW-F,MAKE TO WIN HOLDING PUBLIC COMPANY LIMITED,บริษัท เมคทูวิน โฮลดิ้ง จำกัด (มหาชน),foreign_stock,mai,Thailand,Unclassified,Industrials,Thailand,THB,MTW-F|MTW|MAKE TO WIN HOLDING PUBLIC COMPANY LIMITED|MAKE TO WIN HOLDING|บริษัท เมคทูวิน โฮลดิ้ง จำกัด (มหาชน)|เมคทูวินโฮลดิ้ง|บริษัท|เมคทูวิน|โฮลดิ้ง|จำกัด|มหาชน,,MTW-F.BK,true,true,verified_set_public_listing_partial,F,MTW-F,set_public_stock_list_api
MTW.BK,MTW,MAKE TO WIN HOLDING PUBLIC COMPANY LIMITED,บริษัท เมคทูวิน โฮลดิ้ง จำกัด (มหาชน),stock,mai,Thailand,Unclassified,Industrials,Thailand,THB,MTW|MAKE TO WIN HOLDING PUBLIC COMPANY LIMITED|MAKE TO WIN HOLDING|บริษัท เมคทูวิน โฮลดิ้ง จำกัด (มหาชน)|เมคทูวินโฮลดิ้ง|บริษัท|เมคทูวิน|โฮลดิ้ง|จำกัด|มหาชน,,MTW.BK,true,true,verified_set_public_listing_partial,S,MTW,set_public_stock_list_api
MUD-F.BK,MUD-F,MUD & HOUND PUBLIC COMPANY LIMITED,บริษัท มัด แอนด์ ฮาวด์ จำกัด (มหาชน),foreign_stock,mai,Thailand,Unclassified,Agro & Food Industry,Thailand,THB,MUD-F|MUD|MUD & HOUND PUBLIC COMPANY LIMITED|MUD & HOUND|บริษัท มัด แอนด์ ฮาวด์ จำกัด (มหาชน)|มัดแอนด์ฮาวด์|บริษัท|มัด|แอนด์|ฮาวด์|จำกัด|มหาชน|MM-F,,MUD-F.BK,true,true,verified_set_public_listing_partial,F,MUD-F,set_public_stock_list_api
MUD.BK,MUD,MUD & HOUND PUBLIC COMPANY LIMITED,บริษัท มัด แอนด์ ฮาวด์ จำกัด (มหาชน),stock,mai,Thailand,Unclassified,Agro & Food Industry,Thailand,THB,MUD|MUD & HOUND PUBLIC COMPANY LIMITED|MUD & HOUND|บริษัท มัด แอนด์ ฮาวด์ จำกัด (มหาชน)|มัดแอนด์ฮาวด์|บริษัท|มัด|แอนด์|ฮาวด์|จำกัด|มหาชน|MM,,MUD.BK,true,true,verified_set_public_listing_partial,S,MUD,set_public_stock_list_api
MVP-F.BK,MVP-F,M VISION PUBLIC COMPANY LIMITED,บริษัท เอ็ม วิชั่น จำกัด (มหาชน),foreign_stock,mai,Thailand,Unclassified,Services,Thailand,THB,MVP-F|MVP|M VISION PUBLIC COMPANY LIMITED|M VISION|บริษัท เอ็ม วิชั่น จำกัด (มหาชน)|เอ็มวิชั่น|บริษัท|เอ็ม|วิชั่น|จำกัด|มหาชน,,MVP-F.BK,true,true,verified_set_public_listing_partial,F,MVP-F,set_public_stock_list_api
MVP.BK,MVP,M VISION PUBLIC COMPANY LIMITED,บริษัท เอ็ม วิชั่น จำกัด (มหาชน),stock,mai,Thailand,Unclassified,Services,Thailand,THB,MVP|M VISION PUBLIC COMPANY LIMITED|M VISION|บริษัท เอ็ม วิชั่น จำกัด (มหาชน)|เอ็มวิชั่น|บริษัท|เอ็ม|วิชั่น|จำกัด|มหาชน,,MVP.BK,true,true,verified_set_public_listing_partial,S,MVP,set_public_stock_list_api
NAM-F.BK,NAM-F,NAMWIWAT MEDICAL CORPORATION PUBLIC COMPANY LIMITED,บริษัท นำวิวัฒน์ เมดิคอล คอร์ปอเรชั่น จำกัด (มหาชน),foreign_stock,SET,Thailand,Personal Products & Pharmaceuticals,Consumer Products,Thailand,THB,NAM-F|NAM|NAMWIWAT MEDICAL CORPORATION PUBLIC COMPANY LIMITED|NAMWIWAT MEDICAL CORPORATION|บริษัท นำวิวัฒน์ เมดิคอล คอร์ปอเรชั่น จำกัด (มหาชน)|นำวิวัฒน์เมดิคอลคอร์ปอเรชั่น|บริษัท|นำวิวัฒน์|เมดิคอล|คอร์ปอเรชั่น|จำกัด|มหาชน,,NAM-F.BK,true,true,verified_set_public_listing_partial,F,NAM-F,set_public_stock_list_api
NAM.BK,NAM,NAMWIWAT MEDICAL CORPORATION PUBLIC COMPANY LIMITED,บริษัท นำวิวัฒน์ เมดิคอล คอร์ปอเรชั่น จำกัด (มหาชน),stock,SET,Thailand,Personal Products & Pharmaceuticals,Consumer Products,Thailand,THB,NAM|NAMWIWAT MEDICAL CORPORATION PUBLIC COMPANY LIMITED|NAMWIWAT MEDICAL CORPORATION|บริษัท นำวิวัฒน์ เมดิคอล คอร์ปอเรชั่น จำกัด (มหาชน)|นำวิวัฒน์เมดิคอลคอร์ปอเรชั่น|บริษัท|นำวิวัฒน์|เมดิคอล|คอร์ปอเรชั่น|จำกัด|มหาชน,,NAM.BK,true,true,verified_set_public_listing_partial,S,NAM,set_public_stock_list_api
NAT-F.BK,NAT-F,NAT ABSOLUTE TECHNOLOGIES PUBLIC COMPANY LIMITED,บริษัท แนท แอบโซลูท เทคโนโลยีส์ จำกัด (มหาชน),foreign_stock,mai,Thailand,Unclassified,Technology,Thailand,THB,NAT-F|NAT|NAT ABSOLUTE TECHNOLOGIES PUBLIC COMPANY LIMITED|NAT ABSOLUTE TECHNOLOGIES|บริษัท แนท แอบโซลูท เทคโนโลยีส์ จำกัด (มหาชน)|แนทแอบโซลูทเทคโนโลยีส์|บริษัท|แนท|แอบโซลูท|เทคโนโลยีส์|จำกัด|มหาชน,,NAT-F.BK,true,true,verified_set_public_listing_partial,F,NAT-F,set_public_stock_list_api
NAT.BK,NAT,NAT ABSOLUTE TECHNOLOGIES PUBLIC COMPANY LIMITED,บริษัท แนท แอบโซลูท เทคโนโลยีส์ จำกัด (มหาชน),stock,mai,Thailand,Unclassified,Technology,Thailand,THB,NAT|NAT ABSOLUTE TECHNOLOGIES PUBLIC COMPANY LIMITED|NAT ABSOLUTE TECHNOLOGIES|บริษัท แนท แอบโซลูท เทคโนโลยีส์ จำกัด (มหาชน)|แนทแอบโซลูทเทคโนโลยีส์|บริษัท|แนท|แอบโซลูท|เทคโนโลยีส์|จำกัด|มหาชน,,NAT.BK,true,true,verified_set_public_listing_partial,S,NAT,set_public_stock_list_api
NATION-F.BK,NATION-F,NATION GROUP (THAILAND) PUBLIC COMPANY LIMITED,บริษัท เนชั่น กรุ๊ป (ไทยแลนด์) จำกัด (มหาชน),foreign_stock,SET,Thailand,Media & Publishing,Services,Thailand,THB,NATION-F|NATION|NATION GROUP (THAILAND) PUBLIC COMPANY LIMITED|NATION GROUP (THAILAND)|บริษัท เนชั่น กรุ๊ป (ไทยแลนด์) จำกัด (มหาชน)|เนชั่นกรุ๊ป(ไทยแลนด์)|บริษัท|เนชั่น|กรุ๊ป|ไทยแลนด์|จำกัด|มหาชน|NMG-F,,NATION-F.BK,true,true,verified_set_public_listing_partial,F,NATION-F,set_public_stock_list_api
NATION.BK,NATION,NATION GROUP (THAILAND) PUBLIC COMPANY LIMITED,บริษัท เนชั่น กรุ๊ป (ไทยแลนด์) จำกัด (มหาชน),stock,SET,Thailand,Media & Publishing,Services,Thailand,THB,NATION|NATION GROUP (THAILAND) PUBLIC COMPANY LIMITED|NATION GROUP (THAILAND)|บริษัท เนชั่น กรุ๊ป (ไทยแลนด์) จำกัด (มหาชน)|เนชั่นกรุ๊ป(ไทยแลนด์)|บริษัท|เนชั่น|กรุ๊ป|ไทยแลนด์|จำกัด|มหาชน|NMG,,NATION.BK,true,true,verified_set_public_listing_partial,S,NATION,set_public_stock_list_api
NC-F.BK,NC-F,NEWCITY (BANGKOK) PUBLIC COMPANY LIMITED,บริษัท นิวซิตี้ (กรุงเทพฯ) จำกัด (มหาชน),foreign_stock,SET,Thailand,Fashion,Consumer Products,Thailand,THB,NC-F|NC|NEWCITY (BANGKOK) PUBLIC COMPANY LIMITED|NEWCITY (BANGKOK)|บริษัท นิวซิตี้ (กรุงเทพฯ) จำกัด (มหาชน)|นิวซิตี้(กรุงเทพฯ)|บริษัท|นิวซิตี้|กรุงเทพฯ|จำกัด|มหาชน,,NC-F.BK,true,true,verified_set_public_listing_partial,F,NC-F,set_public_stock_list_api
NC.BK,NC,NEWCITY (BANGKOK) PUBLIC COMPANY LIMITED,บริษัท นิวซิตี้ (กรุงเทพฯ) จำกัด (มหาชน),stock,SET,Thailand,Fashion,Consumer Products,Thailand,THB,NC|NEWCITY (BANGKOK) PUBLIC COMPANY LIMITED|NEWCITY (BANGKOK)|บริษัท นิวซิตี้ (กรุงเทพฯ) จำกัด (มหาชน)|นิวซิตี้(กรุงเทพฯ)|บริษัท|นิวซิตี้|กรุงเทพฯ|จำกัด|มหาชน,,NC.BK,true,true,verified_set_public_listing_partial,S,NC,set_public_stock_list_api
NCAP-F.BK,NCAP-F,NEXT CAPITAL PUBLIC COMPANY LIMITED,บริษัท เน็คซ์ แคปปิตอล จำกัด (มหาชน),foreign_stock,SET,Thailand,Finance & Securities,Financials,Thailand,THB,NCAP-F|NCAP|NEXT CAPITAL PUBLIC COMPANY LIMITED|NEXT CAPITAL|บริษัท เน็คซ์ แคปปิตอล จำกัด (มหาชน)|เน็คซ์แคปปิตอล|บริษัท|เน็คซ์|แคปปิตอล|จำกัด|มหาชน,,NCAP-F.BK,true,true,verified_set_public_listing_partial,F,NCAP-F,set_public_stock_list_api
NCAP.BK,NCAP,NEXT CAPITAL PUBLIC COMPANY LIMITED,บริษัท เน็คซ์ แคปปิตอล จำกัด (มหาชน),stock,SET,Thailand,Finance & Securities,Financials,Thailand,THB,NCAP|NEXT CAPITAL PUBLIC COMPANY LIMITED|NEXT CAPITAL|บริษัท เน็คซ์ แคปปิตอล จำกัด (มหาชน)|เน็คซ์แคปปิตอล|บริษัท|เน็คซ์|แคปปิตอล|จำกัด|มหาชน,,NCAP.BK,true,true,verified_set_public_listing_partial,S,NCAP,set_public_stock_list_api
NCH-F.BK,NCH-F,N. C. HOUSING PUBLIC COMPANY LIMITED,บริษัท เอ็น. ซี. เฮ้าส์ซิ่ง จำกัด (มหาชน),foreign_stock,SET,Thailand,Property Development,Property & Construction,Thailand,THB,NCH-F|NCH|N. C. HOUSING PUBLIC COMPANY LIMITED|N. C. HOUSING|บริษัท เอ็น. ซี. เฮ้าส์ซิ่ง จำกัด (มหาชน)|เอ็น.ซี.เฮ้าส์ซิ่ง|บริษัท|เอ็น|เฮ้าส์ซิ่ง|จำกัด|มหาชน,,NCH-F.BK,true,true,verified_set_public_listing_partial,F,NCH-F,set_public_stock_list_api
NCH.BK,NCH,N. C. HOUSING PUBLIC COMPANY LIMITED,บริษัท เอ็น. ซี. เฮ้าส์ซิ่ง จำกัด (มหาชน),stock,SET,Thailand,Property Development,Property & Construction,Thailand,THB,NCH|N. C. HOUSING PUBLIC COMPANY LIMITED|N. C. HOUSING|บริษัท เอ็น. ซี. เฮ้าส์ซิ่ง จำกัด (มหาชน)|เอ็น.ซี.เฮ้าส์ซิ่ง|บริษัท|เอ็น|เฮ้าส์ซิ่ง|จำกัด|มหาชน,,NCH.BK,true,true,verified_set_public_listing_partial,S,NCH,set_public_stock_list_api
NCL-F.BK,NCL-F,NCL INTERNATIONAL LOGISTICS PUBLIC COMPANY LIMITED,บริษัท เอ็นซีแอล อินเตอร์เนชั่นแนล โลจิสติกส์ จำกัด (มหาชน),foreign_stock,mai,Thailand,Unclassified,Services,Thailand,THB,NCL-F|NCL|NCL INTERNATIONAL LOGISTICS PUBLIC COMPANY LIMITED|NCL INTERNATIONAL LOGISTICS|บริษัท เอ็นซีแอล อินเตอร์เนชั่นแนล โลจิสติกส์ จำกัด (มหาชน)|เอ็นซีแอลอินเตอร์เนชั่นแนลโลจิสติกส์|บริษัท|เอ็นซีแอล|อินเตอร์เนชั่นแนล|โลจิสติกส์|จำกัด|มหาชน,,NCL-F.BK,true,true,verified_set_public_listing_partial,F,NCL-F,set_public_stock_list_api
NCL.BK,NCL,NCL INTERNATIONAL LOGISTICS PUBLIC COMPANY LIMITED,บริษัท เอ็นซีแอล อินเตอร์เนชั่นแนล โลจิสติกส์ จำกัด (มหาชน),stock,mai,Thailand,Unclassified,Services,Thailand,THB,NCL|NCL INTERNATIONAL LOGISTICS PUBLIC COMPANY LIMITED|NCL INTERNATIONAL LOGISTICS|บริษัท เอ็นซีแอล อินเตอร์เนชั่นแนล โลจิสติกส์ จำกัด (มหาชน)|เอ็นซีแอลอินเตอร์เนชั่นแนลโลจิสติกส์|บริษัท|เอ็นซีแอล|อินเตอร์เนชั่นแนล|โลจิสติกส์|จำกัด|มหาชน,,NCL.BK,true,true,verified_set_public_listing_partial,S,NCL,set_public_stock_list_api
NCP-F.BK,NCP-F,Nice Call Public Company Limited,บริษัท ไนซ์ คอล จำกัด (มหาชน),foreign_stock,mai,Thailand,Unclassified,Services,Thailand,THB,NCP-F|NCP|Nice Call Public Company Limited|Nice Call|บริษัท ไนซ์ คอล จำกัด (มหาชน)|ไนซ์คอล|บริษัท|ไนซ์|คอล|จำกัด|มหาชน,,NCP-F.BK,true,true,verified_set_public_listing_partial,F,NCP-F,set_public_stock_list_api
NCP.BK,NCP,Nice Call Public Company Limited,บริษัท ไนซ์ คอล จำกัด (มหาชน),stock,mai,Thailand,Unclassified,Services,Thailand,THB,NCP|Nice Call Public Company Limited|Nice Call|บริษัท ไนซ์ คอล จำกัด (มหาชน)|ไนซ์คอล|บริษัท|ไนซ์|คอล|จำกัด|มหาชน,,NCP.BK,true,true,verified_set_public_listing_partial,S,NCP,set_public_stock_list_api
NDR-F.BK,NDR-F,N.D. RUBBER PUBLIC COMPANY LIMITED,บริษัท เอ็น.ดี.รับเบอร์ จำกัด (มหาชน),foreign_stock,mai,Thailand,Unclassified,Industrials,Thailand,THB,NDR-F|NDR|N.D. RUBBER PUBLIC COMPANY LIMITED|N.D. RUBBER|บริษัท เอ็น.ดี.รับเบอร์ จำกัด (มหาชน)|เอ็น.ดี.รับเบอร์|บริษัท|เอ็น|รับเบอร์|จำกัด|มหาชน,,NDR-F.BK,true,true,verified_set_public_listing_partial,F,NDR-F,set_public_stock_list_api
NDR.BK,NDR,N.D. RUBBER PUBLIC COMPANY LIMITED,บริษัท เอ็น.ดี.รับเบอร์ จำกัด (มหาชน),stock,mai,Thailand,Unclassified,Industrials,Thailand,THB,NDR|N.D. RUBBER PUBLIC COMPANY LIMITED|N.D. RUBBER|บริษัท เอ็น.ดี.รับเบอร์ จำกัด (มหาชน)|เอ็น.ดี.รับเบอร์|บริษัท|เอ็น|รับเบอร์|จำกัด|มหาชน,,NDR.BK,true,true,verified_set_public_listing_partial,S,NDR,set_public_stock_list_api
NEO-F.BK,NEO-F,Neo Corporate Public Company Limited,บริษัท นีโอ คอร์ปอเรท จำกัด (มหาชน),foreign_stock,SET,Thailand,Personal Products & Pharmaceuticals,Consumer Products,Thailand,THB,NEO-F|NEO|Neo Corporate Public Company Limited|Neo Corporate|บริษัท นีโอ คอร์ปอเรท จำกัด (มหาชน)|นีโอคอร์ปอเรท|บริษัท|นีโอ|คอร์ปอเรท|จำกัด|มหาชน,,NEO-F.BK,true,true,verified_set_public_listing_partial,F,NEO-F,set_public_stock_list_api
NEO.BK,NEO,Neo Corporate Public Company Limited,บริษัท นีโอ คอร์ปอเรท จำกัด (มหาชน),stock,SET,Thailand,Personal Products & Pharmaceuticals,Consumer Products,Thailand,THB,NEO|Neo Corporate Public Company Limited|Neo Corporate|บริษัท นีโอ คอร์ปอเรท จำกัด (มหาชน)|นีโอคอร์ปอเรท|บริษัท|นีโอ|คอร์ปอเรท|จำกัด|มหาชน,,NEO.BK,true,true,verified_set_public_listing_partial,S,NEO,set_public_stock_list_api
NEP-F.BK,NEP-F,NEP REALTY AND INDUSTRY PUBLIC COMPANY LIMITED,บริษัท เอ็นอีพี อสังหาริมทรัพย์ และอุตสาหกรรม จำกัด (มหาชน),foreign_stock,SET,Thailand,Fashion,Consumer Products,Thailand,THB,NEP-F|NEP|NEP REALTY AND INDUSTRY PUBLIC COMPANY LIMITED|NEP REALTY AND INDUSTRY|บริษัท เอ็นอีพี อสังหาริมทรัพย์ และอุตสาหกรรม จำกัด (มหาชน)|เอ็นอีพีอสังหาริมทรัพย์และอุตสาหกรรม|บริษัท|เอ็นอีพี|อสังหาริมทรัพย์|และอุตสาหกรรม|จำกัด|มหาชน,,NEP-F.BK,true,true,verified_set_public_listing_partial,F,NEP-F,set_public_stock_list_api
